2024-08-27 09:52:38.575 [INFO    ] Logging started [root]
2024-08-27 09:54:12.995 [INFO    ] Variable 'RECO_DT_CUT_REF' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.995 [INFO    ] Variable 'GPP_DT_CUT_REF' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.995 [INFO    ] Variable 'TS_F_MDS_2' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.995 [INFO    ] Variable 'TS_F_MDS_3' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.995 [INFO    ] Variable 'TS_F_MDS_4' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.996 [INFO    ] Variable 'TS_F_MDS_5' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.996 [INFO    ] Variable 'TS_F_MDS_6' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.996 [INFO    ] Variable 'TS_F_MDS_7' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.996 [INFO    ] Variable 'TS_F_MDS_8' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.996 [INFO    ] Variable 'TS_F_MDS_9' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.996 [INFO    ] Variable 'TS_F_MDS_10' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.996 [INFO    ] Variable 'TS_F_MDS_11' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.996 [INFO    ] Variable 'TS_F_MDS_12' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.997 [INFO    ] Variable 'TS_F_MDS_13' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.997 [INFO    ] Variable 'TS_F_MDS_14' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.997 [INFO    ] Variable 'TS_F_MDS_15' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.997 [INFO    ] Variable 'TS_F_MDS_16' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.997 [INFO    ] Variable 'TS_F_MDS_17' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.997 [INFO    ] Variable 'TS_F_MDS_18' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.997 [INFO    ] Variable 'TS_F_MDS_19' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.997 [INFO    ] Variable 'TS_F_MDS_2_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.997 [INFO    ] Variable 'TS_F_MDS_3_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.998 [INFO    ] Variable 'TS_F_MDS_4_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.998 [INFO    ] Variable 'TS_F_MDS_5_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.998 [INFO    ] Variable 'TS_F_MDS_6_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.998 [INFO    ] Variable 'TS_F_MDS_7_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.998 [INFO    ] Variable 'TS_F_MDS_8_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.998 [INFO    ] Variable 'TS_F_MDS_9_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.998 [INFO    ] Variable 'TS_F_MDS_10_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.998 [INFO    ] Variable 'TS_F_MDS_11_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.998 [INFO    ] Variable 'TS_F_MDS_12_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.998 [INFO    ] Variable 'TS_F_MDS_13_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.999 [INFO    ] Variable 'TS_F_MDS_14_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.999 [INFO    ] Variable 'TS_F_MDS_15_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.999 [INFO    ] Variable 'TS_F_MDS_16_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.999 [INFO    ] Variable 'TS_F_MDS_17_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.999 [INFO    ] Variable 'TS_F_MDS_18_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.999 [INFO    ] Variable 'TS_F_MDS_19_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.999 [INFO    ] Variable 'SWC_F_MDS_2' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.999 [INFO    ] Variable 'SWC_F_MDS_3' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:12.999 [INFO    ] Variable 'SWC_F_MDS_4' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.000 [INFO    ] Variable 'SWC_F_MDS_5' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.000 [INFO    ] Variable 'SWC_F_MDS_6' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.000 [INFO    ] Variable 'SWC_F_MDS_7' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.000 [INFO    ] Variable 'SWC_F_MDS_8' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.000 [INFO    ] Variable 'SWC_F_MDS_9' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.000 [INFO    ] Variable 'SWC_F_MDS_10' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.000 [INFO    ] Variable 'SWC_F_MDS_11' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.000 [INFO    ] Variable 'SWC_F_MDS_12' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.000 [INFO    ] Variable 'SWC_F_MDS_13' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.001 [INFO    ] Variable 'SWC_F_MDS_14' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.001 [INFO    ] Variable 'SWC_F_MDS_15' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.001 [INFO    ] Variable 'SWC_F_MDS_16' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.001 [INFO    ] Variable 'SWC_F_MDS_17' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.001 [INFO    ] Variable 'SWC_F_MDS_18' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.001 [INFO    ] Variable 'SWC_F_MDS_19' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.001 [INFO    ] Variable 'SWC_F_MDS_2_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.001 [INFO    ] Variable 'SWC_F_MDS_3_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.001 [INFO    ] Variable 'SWC_F_MDS_4_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.002 [INFO    ] Variable 'SWC_F_MDS_5_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.002 [INFO    ] Variable 'SWC_F_MDS_6_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.002 [INFO    ] Variable 'SWC_F_MDS_7_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.002 [INFO    ] Variable 'SWC_F_MDS_8_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.002 [INFO    ] Variable 'SWC_F_MDS_9_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.002 [INFO    ] Variable 'SWC_F_MDS_10_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.002 [INFO    ] Variable 'SWC_F_MDS_11_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.002 [INFO    ] Variable 'SWC_F_MDS_12_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.002 [INFO    ] Variable 'SWC_F_MDS_13_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.003 [INFO    ] Variable 'SWC_F_MDS_14_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.003 [INFO    ] Variable 'SWC_F_MDS_15_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.003 [INFO    ] Variable 'SWC_F_MDS_16_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.003 [INFO    ] Variable 'SWC_F_MDS_17_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.003 [INFO    ] Variable 'SWC_F_MDS_18_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.003 [INFO    ] Variable 'SWC_F_MDS_19_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.003 [INFO    ] Variable 'NEE_CUT_05' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.003 [INFO    ] Variable 'NEE_CUT_16' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.003 [INFO    ] Variable 'NEE_CUT_25' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.004 [INFO    ] Variable 'NEE_CUT_50' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.004 [INFO    ] Variable 'NEE_CUT_75' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.004 [INFO    ] Variable 'NEE_CUT_84' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.004 [INFO    ] Variable 'NEE_CUT_95' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.004 [INFO    ] Variable 'NEE_CUT_05_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.004 [INFO    ] Variable 'NEE_CUT_16_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.004 [INFO    ] Variable 'NEE_CUT_25_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.004 [INFO    ] Variable 'NEE_CUT_50_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.004 [INFO    ] Variable 'NEE_CUT_75_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.005 [INFO    ] Variable 'NEE_CUT_84_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.005 [INFO    ] Variable 'NEE_CUT_95_QC' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.005 [INFO    ] Variable 'RECO_NT_CUT_05' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.005 [INFO    ] Variable 'RECO_NT_CUT_16' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
2024-08-27 09:54:13.005 [INFO    ] Variable 'RECO_NT_CUT_25' might be missing from headers of file: /home/portnoy/u0/sytoanngo/ONEFlux/data/US-ARc_sample_input/99_fluxnet2015/FLX_US-ARc_FLUXNET2015_FULLSET_DD_2005-2006_beta-5.csv [oneflux.pipeline.common]
